num_cores,n_tasks,target_utilization,scheduling_type,scheduling_policy,allocation_policy,avg_response_time_cf,avg_response_time_milp,schedulability_ratio_cf,schedulability_ratio_milp,total_utilization,analysis_overhead
4,10,0.75,Partitioned,FIFO,Round-Robin,209.5428958546072,44.30463467860487,0.9,1.0,0.75,0.0031828880310058594
4,10,0.75,Global,HEFT,,476.676197503791,46.66097577193713,0.5,1.0,0.7499999999999999,0.0040209293365478516
4,10,0.75,Partitioned,HEFT,First-Fit Decreasing,234.91859300163787,52.40590272716646,0.8,1.0,0.7499999999999999,0.004584550857543945
4,10,0.75,Partitioned,HEFT,Best-Fit Decreasing,234.91859300163787,52.40590272716646,0.8,1.0,0.7499999999999999,0.004463672637939453
4,10,0.75,Partitioned,HEFT,Worst-Fit Decreasing,226.6921702602543,52.40590272716646,0.8,1.0,0.7499999999999999,0.004522800445556641
4,10,0.75,Partitioned,HEFT,Round-Robin,224.39494695019184,52.40590272716646,0.8,1.0,0.7499999999999999,0.0045206546783447266
4,10,0.75,Global,LDF,,593.9197457164856,72.58941218349199,0.8,1.0,0.7499999999999999,0.004099369049072266
4,10,0.75,Partitioned,LDF,First-Fit Decreasing,215.72092398200766,69.67765739272272,1.0,1.0,0.7500000000000001,0.003690481185913086
4,10,0.75,Partitioned,LDF,Best-Fit Decreasing,215.72092398200766,69.67765739272272,1.0,1.0,0.7500000000000001,0.0036711692810058594
4,10,0.75,Partitioned,LDF,Worst-Fit Decreasing,207.4113128335595,69.67765739272272,1.0,1.0,0.7500000000000001,0.003729581832885742
4,10,0.75,Partitioned,LDF,Round-Robin,207.22283960329383,69.67765739272272,1.0,1.0,0.7500000000000001,0.003635883331298828
4,50,0.25,Global,FIFO,,200.39073304175122,8.690573535886571,0.86,1.0,0.25,0.019417285919189453
4,50,0.25,Partitioned,FIFO,First-Fit Decreasing,74.66738123150763,7.271080074685789,0.98,1.0,0.24999999999999997,0.020682334899902344
4,50,0.25,Partitioned,FIFO,Best-Fit Decreasing,74.66738123150763,7.271080074685789,0.98,1.0,0.24999999999999997,0.02068042755126953
4,50,0.25,Partitioned,FIFO,Worst-Fit Decreasing,71.79434923925137,7.271080074685789,0.98,1.0,0.24999999999999997,0.020722389221191406
4,50,0.25,Partitioned,FIFO,Round-Robin,71.15919395219217,7.271080074685789,0.98,1.0,0.24999999999999997,0.02075505256652832
4,50,0.25,Global,HEFT,,166.20245612433348,6.523112794755915,0.76,1.0,0.24999999999999986,0.021835803985595703
4,50,0.25,Partitioned,HEFT,First-Fit Decreasing,71.68567074169955,5.69710807259059,1.0,1.0,0.25000000000000006,0.02296757698059082
4,50,0.25,Partitioned,HEFT,Best-Fit Decreasing,71.68567074169955,5.69710807259059,1.0,1.0,0.25000000000000006,0.023941755294799805
4,50,0.25,Partitioned,HEFT,Worst-Fit Decreasing,68.95484997472686,5.69710807259059,1.0,1.0,0.25000000000000006,0.022999286651611328
4,50,0.25,Partitioned,HEFT,Round-Robin,68.64180814903469,5.69710807259059,1.0,1.0,0.25000000000000006,0.023302555084228516
4,50,0.25,Global,LDF,,215.41456886956132,12.16721080471164,1.0,1.0,0.25000000000000006,0.020865440368652344
4,50,0.25,Partitioned,LDF,First-Fit Decreasing,86.99314690870163,8.861444632367858,1.0,1.0,0.24999999999999994,0.01881122589111328
4,50,0.25,Partitioned,LDF,Best-Fit Decreasing,86.99314690870163,8.861444632367858,1.0,1.0,0.24999999999999994,0.018604278564453125
4,50,0.25,Partitioned,LDF,Worst-Fit Decreasing,81.66211818821566,8.861444632367858,1.0,1.0,0.24999999999999994,0.01856231689453125
4,50,0.25,Partitioned,LDF,Round-Robin,80.16963101705892,8.861444632367858,1.0,1.0,0.24999999999999994,0.018605470657348633
4,50,0.5,Global,FIFO,,374.20839410054907,15.734943383642367,0.6,1.0,0.5,0.020206451416015625
4,50,0.5,Partitioned,FIFO,First-Fit Decreasing,147.98385682732075,14.470596998861305,0.94,1.0,0.5,0.015278816223144531
4,50,0.5,Partitioned,FIFO,Best-Fit Decreasing,147.98385682732075,14.470596998861305,0.94,1.0,0.5,0.015365839004516602
4,50,0.5,Partitioned,FIFO,Worst-Fit Decreasing,138.39957000313257,14.470596998861305,0.94,1.0,0.5,0.015365362167358398
4,50,0.5,Partitioned,FIFO,Round-Robin,138.97120579991488,14.470596998861305,0.94,1.0,0.5,0.015424966812133789
4,50,0.5,Global,HEFT,,315.7645792374902,11.852727944942076,0.6,1.0,0.5000000000000002,0.0205075740814209
4,50,0.5,Partitioned,HEFT,First-Fit Decreasing,170.3681381971736,11.985583730287155,0.68,1.0,0.5,0.019765138626098633
4,50,0.5,Partitioned,HEFT,Best-Fit Decreasing,170.3681381971736,11.985583730287155,0.68,1.0,0.5,0.019940853118896484
4,50,0.5,Partitioned,HEFT,Worst-Fit Decreasing,169.44488597471553,11.985583730287155,0.68,1.0,0.5,0.019753456115722656
4,50,0.5,Partitioned,HEFT,Round-Robin,167.20100815580122,11.985583730287155,0.7,1.0,0.5,0.019720792770385742
4,50,0.5,Global,LDF,,370.1661805661155,19.247536198476,1.0,1.0,0.5000000000000001,0.01899576187133789
4,50,0.5,Partitioned,LDF,First-Fit Decreasing,156.43587179717574,16.3884113564195,1.0,1.0,0.49999999999999994,0.019617080688476562
4,50,0.5,Partitioned,LDF,Best-Fit Decreasing,156.43587179717574,16.3884113564195,1.0,1.0,0.49999999999999994,0.019623756408691406
4,50,0.5,Partitioned,LDF,Worst-Fit Decreasing,153.6506473006461,16.3884113564195,1.0,1.0,0.49999999999999994,0.019564151763916016
4,50,0.5,Partitioned,LDF,Round-Robin,150.87098765923403,16.3884113564195,1.0,1.0,0.49999999999999994,0.01952838897705078
4,50,0.75,Global,FIFO,,415.73079302712796,17.676818635024798,0.44,1.0,0.7500000000000001,0.020293712615966797
4,50,0.75,Partitioned,FIFO,First-Fit Decreasing,221.83671478072384,22.631245934495983,0.78,1.0,0.7499999999999998,0.017362117767333984
4,50,0.75,Partitioned,FIFO,Best-Fit Decreasing,221.83671478072384,22.631245934495983,0.78,1.0,0.7499999999999998,0.017503738403320312
4,50,0.75,Partitioned,FIFO,Worst-Fit Decreasing,207.1497691039427,22.631245934495983,0.8,1.0,0.7499999999999998,0.017210006713867188
4,50,0.75,Partitioned,FIFO,Round-Robin,208.1644214294447,22.631245934495983,0.82,1.0,0.7499999999999998,0.017381668090820312
4,50,0.75,Global,HEFT,,443.7876602133731,17.127786259205156,0.42,1.0,0.75,0.020951271057128906
4,50,0.75,Partitioned,HEFT,First-Fit Decreasing,209.31869559380704,14.058325270952087,0.64,1.0,0.7500000000000001,0.015900135040283203
4,50,0.75,Partitioned,HEFT,Best-Fit Decreasing,209.31869559380704,14.058325270952087,0.64,1.0,0.7500000000000001,0.015720129013061523
4,50,0.75,Partitioned,HEFT,Worst-Fit Decreasing,191.65681043437237,14.058325270952087,0.64,1.0,0.7500000000000001,0.015752792358398438
4,50,0.75,Partitioned,HEFT,Round-Robin,191.06922010759826,14.058325270952087,0.64,1.0,0.7500000000000001,0.015499591827392578
4,50,0.75,Global,LDF,,486.17931610879197,21.44500306624884,0.78,1.0,0.7499999999999997,0.017606735229492188
4,50,0.75,Partitioned,LDF,First-Fit Decreasing,239.1245102427704,32.42291444374068,1.0,1.0,0.7500000000000004,0.01952958106994629
4,50,0.75,Partitioned,LDF,Best-Fit Decreasing,239.1245102427704,32.42291444374068,1.0,1.0,0.7500000000000004,0.02695155143737793
4,50,0.75,Partitioned,LDF,Worst-Fit Decreasing,233.54856746939382,32.42291444374068,1.0,1.0,0.7500000000000004,0.01992321014404297
4,50,0.75,Partitioned,LDF,Round-Robin,235.49891020346405,32.42291444374068,1.0,1.0,0.7500000000000004,0.019235849380493164
4,100,0.25,Global,FIFO,,181.24117953908376,6.854281799518258,0.89,1.0,0.24999999999999986,0.051268815994262695
4,100,0.25,Partitioned,FIFO,First-Fit Decreasing,69.5627602357489,5.763600589287325,0.99,1.0,0.25000000000000006,0.04337596893310547
4,100,0.25,Partitioned,FIFO,Best-Fit Decreasing,69.5627602357489,5.763600589287325,0.99,1.0,0.25000000000000006,0.04320096969604492
4,100,0.25,Partitioned,FIFO,Worst-Fit Decreasing,66.67568983737179,5.763600589287325,0.99,1.0,0.25000000000000006,0.04302811622619629
4,100,0.25,Partitioned,FIFO,Round-Robin,66.07316719421607,5.763600589287325,0.99,1.0,0.25000000000000006,0.043035268783569336
4,100,0.25,Global,HEFT,,132.1666187989097,3.5571752388046685,0.81,1.0,0.2499999999999999,0.04754447937011719
4,100,0.25,Partitioned,HEFT,First-Fit Decreasing,72.09235468399002,3.845134524059164,0.99,1.0,0.2500000000000001,0.041928768157958984
4,100,0.25,Partitioned,HEFT,Best-Fit Decreasing,72.09235468399002,3.845134524059164,0.99,1.0,0.2500000000000001,0.04194498062133789
4,100,0.25,Partitioned,HEFT,Worst-Fit Decreasing,67.97397892366345,3.845134524059164,1.0,1.0,0.2500000000000001,0.04190206527709961
4,100,0.25,Partitioned,HEFT,Round-Robin,67.57894423762625,3.845134524059164,1.0,1.0,0.2500000000000001,0.041610002517700195
4,100,0.25,Global,LDF,,146.75931151119477,5.5103807283665445,1.0,1.0,0.25000000000000006,0.04953503608703613
4,100,0.25,Partitioned,LDF,First-Fit Decreasing,63.45183798662956,5.636881635213964,1.0,1.0,0.25000000000000006,0.04390883445739746
4,100,0.25,Partitioned,LDF,Best-Fit Decreasing,63.45183798662956,5.636881635213964,1.0,1.0,0.25000000000000006,0.04361748695373535
4,100,0.25,Partitioned,LDF,Worst-Fit Decreasing,61.8116307343546,5.636881635213964,1.0,1.0,0.25000000000000006,0.04356884956359863
4,100,0.25,Partitioned,LDF,Round-Robin,61.469992554937754,5.636881635213964,1.0,1.0,0.25000000000000006,0.04362607002258301
4,100,0.5,Global,FIFO,,325.41675715829393,12.225653709289677,0.72,1.0,0.5000000000000001,0.047501564025878906
4,100,0.5,Partitioned,FIFO,First-Fit Decreasing,135.88489237444347,9.086858059271474,0.9,1.0,0.5000000000000003,0.038880109786987305
4,100,0.5,Partitioned,FIFO,Best-Fit Decreasing,135.88489237444347,9.086858059271474,0.9,1.0,0.5000000000000003,0.038681745529174805
4,100,0.5,Partitioned,FIFO,Worst-Fit Decreasing,128.49722219804605,9.086858059271474,0.93,1.0,0.5000000000000003,0.03875160217285156
4,100,0.5,Partitioned,FIFO,Round-Robin,129.0738514115553,9.086858059271474,0.93,1.0,0.5000000000000003,0.03858780860900879
4,100,0.5,Global,HEFT,,308.29364132333086,9.371414215791432,0.64,1.0,0.49999999999999983,0.04779243469238281
4,100,0.5,Partitioned,HEFT,First-Fit Decreasing,144.47429504161835,7.901668529506928,0.75,1.0,0.5,0.044660091400146484
4,100,0.5,Partitioned,HEFT,Best-Fit Decreasing,144.47429504161835,7.901668529506928,0.75,1.0,0.5,0.0436854362487793
4,100,0.5,Partitioned,HEFT,Worst-Fit Decreasing,138.818087552552,7.901668529506928,0.76,1.0,0.5,0.04361224174499512
4,100,0.5,Partitioned,HEFT,Round-Robin,138.19062748628522,7.901668529506928,0.77,1.0,0.5,0.043515920639038086
4,100,0.5,Global,LDF,,366.49155645948986,16.975690595594603,1.0,1.0,0.4999999999999998,0.045911550521850586
4,100,0.5,Partitioned,LDF,First-Fit Decreasing,162.30392483162342,18.573001221218014,1.0,1.0,0.5000000000000001,0.04243278503417969
4,100,0.5,Partitioned,LDF,Best-Fit Decreasing,162.30392483162342,18.573001221218014,1.0,1.0,0.5000000000000001,0.04233503341674805
4,100,0.5,Partitioned,LDF,Worst-Fit Decreasing,159.14759387459705,18.573001221218014,1.0,1.0,0.5000000000000001,0.043517351150512695
4,100,0.5,Partitioned,LDF,Round-Robin,157.5560528728038,18.573001221218014,1.0,1.0,0.5000000000000001,0.04246020317077637
4,100,0.75,Global,FIFO,,461.29656074029793,17.538374340214236,0.5,1.0,0.7500000000000001,0.04624128341674805
4,100,0.75,Partitioned,FIFO,First-Fit Decreasing,202.8897143227337,16.279858646697402,0.83,1.0,0.75,0.0399014949798584
4,100,0.75,Partitioned,FIFO,Best-Fit Decreasing,202.8897143227337,16.279858646697402,0.83,1.0,0.75,0.03988027572631836
4,100,0.75,Partitioned,FIFO,Worst-Fit Decreasing,187.6015789288415,16.279858646697402,0.84,1.0,0.75,0.03975415229797363
4,100,0.75,Partitioned,FIFO,Round-Robin,188.8620181463675,16.279858646697402,0.84,1.0,0.75,0.03966712951660156
4,100,0.75,Global,HEFT,,411.9627248977301,12.312928832271584,0.46,1.0,0.7500000000000002,0.04530143737792969
4,100,0.75,Partitioned,HEFT,First-Fit Decreasing,247.99197100917215,13.247341888002659,0.6,1.0,0.7500000000000001,0.04213213920593262
4,100,0.75,Partitioned,HEFT,Best-Fit Decreasing,247.99197100917215,13.247341888002659,0.6,1.0,0.7500000000000001,0.042340993881225586
4,100,0.75,Partitioned,HEFT,Worst-Fit Decreasing,243.42180256288074,13.247341888002659,0.6,1.0,0.7500000000000001,0.04215049743652344
4,100,0.75,Partitioned,HEFT,Round-Robin,242.42316917588786,13.247341888002659,0.6,1.0,0.7500000000000001,0.04205608367919922
4,100,0.75,Global,LDF,,568.8846557897322,24.696047910277617,0.73,1.0,0.7499999999999999,0.04274415969848633
4,100,0.75,Partitioned,LDF,First-Fit Decreasing,214.51649485343228,24.504019277020298,1.0,1.0,0.7500000000000007,0.04127621650695801
4,100,0.75,Partitioned,LDF,Best-Fit Decreasing,214.51649485343228,24.504019277020298,1.0,1.0,0.7500000000000007,0.04124093055725098
4,100,0.75,Partitioned,LDF,Worst-Fit Decreasing,210.67294119331456,24.504019277020298,1.0,1.0,0.7500000000000007,0.041199445724487305
4,100,0.75,Partitioned,LDF,Round-Robin,207.0421883540469,24.504019277020298,1.0,1.0,0.7500000000000007,0.04122567176818848
4,200,0.25,Global,FIFO,,170.30804052107436,4.166144165074895,0.845,1.0,0.25,0.13966155052185059
4,200,0.25,Partitioned,FIFO,First-Fit Decreasing,73.59947711953289,3.623386174183188,1.0,1.0,0.2500000000000002,0.08914518356323242
4,200,0.25,Partitioned,FIFO,Best-Fit Decreasing,73.59947711953289,3.623386174183188,1.0,1.0,0.2500000000000002,0.0893409252166748
4,200,0.25,Partitioned,FIFO,Worst-Fit Decreasing,68.97253422800549,3.623386174183188,1.0,1.0,0.2500000000000002,0.08906292915344238
4,200,0.25,Partitioned,FIFO,Round-Robin,69.11807296169435,3.623386174183188,1.0,1.0,0.2500000000000002,0.08903789520263672
4,200,0.25,Global,HEFT,,161.17138751557653,4.009472139836832,0.83,1.0,0.25000000000000044,0.14270901679992676
4,200,0.25,Partitioned,HEFT,First-Fit Decreasing,79.54462850148511,3.914159553833951,0.99,1.0,0.25,0.09437704086303711
4,200,0.25,Partitioned,HEFT,Best-Fit Decreasing,79.54462850148511,3.914159553833951,0.99,1.0,0.25,0.09494566917419434
4,200,0.25,Partitioned,HEFT,Worst-Fit Decreasing,76.71110872492996,3.914159553833951,0.99,1.0,0.25,0.0946657657623291
4,200,0.25,Partitioned,HEFT,Round-Robin,76.71058668306709,3.914159553833951,0.99,1.0,0.25,0.09483146667480469
4,200,0.25,Global,LDF,,180.341553523354,4.4526874414843,1.0,1.0,0.24999999999999992,0.14072513580322266
4,200,0.25,Partitioned,LDF,First-Fit Decreasing,85.5503622688515,5.349111821567972,1.0,1.0,0.2500000000000001,0.09001803398132324
4,200,0.25,Partitioned,LDF,Best-Fit Decreasing,85.5503622688515,5.349111821567972,1.0,1.0,0.2500000000000001,0.09012007713317871
4,200,0.25,Partitioned,LDF,Worst-Fit Decreasing,82.91611228286997,5.349111821567972,1.0,1.0,0.2500000000000001,0.09012961387634277
4,200,0.25,Partitioned,LDF,Round-Robin,82.54486186247986,5.349111821567972,1.0,1.0,0.2500000000000001,0.09069371223449707
4,200,0.5,Global,FIFO,,311.5107816475879,9.195188630231199,0.695,1.0,0.5000000000000002,0.14153361320495605
4,200,0.5,Partitioned,FIFO,First-Fit Decreasing,144.70640423973876,10.189662693712915,0.91,1.0,0.4999999999999996,0.09127688407897949
4,200,0.5,Partitioned,FIFO,Best-Fit Decreasing,144.70640423973876,10.189662693712915,0.91,1.0,0.4999999999999996,0.0915827751159668
4,200,0.5,Partitioned,FIFO,Worst-Fit Decreasing,136.20289326888442,10.189662693712915,0.935,1.0,0.4999999999999996,0.09147286415100098
4,200,0.5,Partitioned,FIFO,Round-Robin,135.76365394186524,10.189662693712915,0.93,1.0,0.4999999999999996,0.09237504005432129
4,200,0.5,Global,HEFT,,298.2364719548392,7.896840384718514,0.625,1.0,0.5,0.14108633995056152
4,200,0.5,Partitioned,HEFT,First-Fit Decreasing,163.56685031788794,8.795359888197268,0.875,1.0,0.4999999999999999,0.09160733222961426
4,200,0.5,Partitioned,HEFT,Best-Fit Decreasing,163.56685031788794,8.795359888197268,0.875,1.0,0.4999999999999999,0.09086799621582031
4,200,0.5,Partitioned,HEFT,Worst-Fit Decreasing,157.32058113185104,8.795359888197268,0.88,1.0,0.4999999999999999,0.09122300148010254
4,200,0.5,Partitioned,HEFT,Round-Robin,155.68347042071818,8.795359888197268,0.885,1.0,0.4999999999999999,0.09164953231811523
4,200,0.5,Global,LDF,,368.4615260576277,13.323665747538511,1.0,1.0,0.4999999999999997,0.1405808925628662
4,200,0.5,Partitioned,LDF,First-Fit Decreasing,146.7399864312008,13.120120247268737,1.0,1.0,0.5000000000000002,0.08858680725097656
4,200,0.5,Partitioned,LDF,Best-Fit Decreasing,146.7399864312008,13.120120247268737,1.0,1.0,0.5000000000000002,0.08903956413269043
4,200,0.5,Partitioned,LDF,Worst-Fit Decreasing,139.15137478063193,13.120120247268737,1.0,1.0,0.5000000000000002,0.08903670310974121
4,200,0.5,Partitioned,LDF,Round-Robin,138.22948810922819,13.120120247268737,1.0,1.0,0.5000000000000002,0.0887305736541748
4,200,0.75,Global,FIFO,,493.0005477380009,16.170867108361687,0.445,1.0,0.7499999999999996,0.1385807991027832
4,200,0.75,Partitioned,FIFO,First-Fit Decreasing,225.9617208150202,18.64521602947523,0.795,1.0,0.7499999999999991,0.09011960029602051
4,200,0.75,Partitioned,FIFO,Best-Fit Decreasing,225.9617208150202,18.64521602947523,0.795,1.0,0.7499999999999991,0.09038901329040527
4,200,0.75,Partitioned,FIFO,Worst-Fit Decreasing,214.4337308161694,18.64521602947523,0.81,1.0,0.7499999999999991,0.09041833877563477
4,200,0.75,Partitioned,FIFO,Round-Robin,214.9052307065991,18.64521602947523,0.81,1.0,0.7499999999999991,0.09016680717468262
4,200,0.75,Global,HEFT,,447.12426828966636,10.993273620021641,0.45,1.0,0.7500000000000003,0.1366868019104004
4,200,0.75,Partitioned,HEFT,First-Fit Decreasing,214.09215059930037,11.026951839795538,0.75,1.0,0.7499999999999996,0.08888435363769531
4,200,0.75,Partitioned,HEFT,Best-Fit Decreasing,214.09215059930037,11.026951839795538,0.75,1.0,0.7499999999999996,0.08933138847351074
4,200,0.75,Partitioned,HEFT,Worst-Fit Decreasing,204.86482024815012,11.026951839795538,0.76,1.0,0.7499999999999996,0.08915185928344727
4,200,0.75,Partitioned,HEFT,Round-Robin,204.40297635614033,11.026951839795538,0.76,1.0,0.7499999999999996,0.08911490440368652
4,200,0.75,Global,LDF,,525.5240285634205,22.753006768612874,0.755,1.0,0.7499999999999994,0.14261937141418457
4,200,0.75,Partitioned,LDF,First-Fit Decreasing,217.1359208334519,20.66023087889448,1.0,1.0,0.7499999999999996,0.08323788642883301
4,200,0.75,Partitioned,LDF,Best-Fit Decreasing,217.1359208334519,20.66023087889448,1.0,1.0,0.7499999999999996,0.08336877822875977
4,200,0.75,Partitioned,LDF,Worst-Fit Decreasing,205.54774591716006,20.66023087889448,1.0,1.0,0.7499999999999996,0.08349776268005371
4,200,0.75,Partitioned,LDF,Round-Robin,203.82316909720407,20.66023087889448,1.0,1.0,0.7499999999999996,0.08305788040161133
4,400,0.25,Global,FIFO,,168.27834898664386,3.6879741764244933,0.8725,1.0,0.2500000000000002,0.5963022708892822
4,400,0.25,Partitioned,FIFO,First-Fit Decreasing,71.86141659806927,3.5405336015736975,0.995,1.0,0.2499999999999997,0.19772601127624512
4,400,0.25,Partitioned,FIFO,Best-Fit Decreasing,71.86141659806927,3.5405336015736975,0.995,1.0,0.2499999999999997,0.1985611915588379
4,400,0.25,Partitioned,FIFO,Worst-Fit Decreasing,68.66285019315968,3.5405336015736975,1.0,1.0,0.2499999999999997,0.19854378700256348
4,400,0.25,Partitioned,FIFO,Round-Robin,68.26419109219826,3.5405336015736975,1.0,1.0,0.2499999999999997,0.19835519790649414
4,400,0.25,Global,HEFT,,155.09423176460174,3.5959762284964842,0.8675,1.0,0.2499999999999998,0.6299657821655273
4,400,0.25,Partitioned,HEFT,First-Fit Decreasing,80.7498926306956,3.629035041097806,0.99,1.0,0.25,0.21015071868896484
4,400,0.25,Partitioned,HEFT,Best-Fit Decreasing,80.7498926306956,3.629035041097806,0.99,1.0,0.25,0.21059274673461914
4,400,0.25,Partitioned,HEFT,Worst-Fit Decreasing,76.81632918042544,3.629035041097806,0.9975,1.0,0.25,0.21090054512023926
4,400,0.25,Partitioned,HEFT,Round-Robin,76.69080728868842,3.629035041097806,1.0,1.0,0.25,0.21050381660461426
4,400,0.25,Global,LDF,,185.50920952410198,4.018550584391959,1.0,1.0,0.25000000000000006,0.6402294635772705
4,400,0.25,Partitioned,LDF,First-Fit Decreasing,78.42079506831169,4.009173570163116,1.0,1.0,0.2500000000000002,0.20847296714782715
4,400,0.25,Partitioned,LDF,Best-Fit Decreasing,78.42079506831169,4.009173570163116,1.0,1.0,0.2500000000000002,0.2084963321685791
4,400,0.25,Partitioned,LDF,Worst-Fit Decreasing,74.87630713985246,4.009173570163116,1.0,1.0,0.2500000000000002,0.20960164070129395
4,400,0.25,Partitioned,LDF,Round-Robin,74.48521132855703,4.009173570163116,1.0,1.0,0.2500000000000002,0.20855998992919922
4,400,0.5,Global,FIFO,,354.85388158151807,7.752362779749331,0.6975,1.0,0.5000000000000003,0.5853025913238525
4,400,0.5,Partitioned,FIFO,First-Fit Decreasing,145.38938921774934,7.195544880205626,0.9,1.0,0.4999999999999996,0.20735764503479004
4,400,0.5,Partitioned,FIFO,Best-Fit Decreasing,145.38938921774934,7.195544880205626,0.9,1.0,0.4999999999999996,0.20747804641723633
4,400,0.5,Partitioned,FIFO,Worst-Fit Decreasing,137.16941990667408,7.195544880205626,0.91,1.0,0.4999999999999996,0.20744919776916504
4,400,0.5,Partitioned,FIFO,Round-Robin,136.38221260277814,7.195544880205626,0.91,1.0,0.4999999999999996,0.20772051811218262
4,400,0.5,Global,HEFT,,300.26608083393324,6.644696931270865,0.665,1.0,0.49999999999999994,0.6219754219055176
4,400,0.5,Partitioned,HEFT,First-Fit Decreasing,161.5789214534521,7.6646788807761155,0.865,1.0,0.5,0.20812201499938965
4,400,0.5,Partitioned,HEFT,Best-Fit Decreasing,161.5789214534521,7.6646788807761155,0.865,1.0,0.5,0.20831680297851562
